house,name,with_dr,cop,heating_setpoint,cooling_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,p_status,a_status,p_demand,a_demand,mode,d_priority,priority,floor_area,ceiling_height,heating_power_thermal,cooling_power_thermal,heating_power,cooling_power,ventilation_power,standby_power,min_heatingtime,min_coolingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,mass_change,volume,air_part,material_part,Ua,Um,Ca,Cm,Cp,mass_fraction_external_heat,mass_fraction_internal_heat,schedule_skew,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,min_cycletime,min_chargingtime,min_dischargingtime
H109,AC109,True,3.995353825455371,21.84987900551259,22.727204350270753,0.30000000000000004,23.227204350270753,21.34987900551259,22.60993464631081,23.36966009413662,23.20495020658539,0,1,0,0,1,18,5.129999999999933,38.91406235888565,2.4,5600.0,-4200.0,1401.6280521442277,-1051.2210391081708,3.8914062358885655,1.803155480640411,60,120,51,51,5,5,3.1062419740959815,93.39374966132556,0.9300000000000004,0.06999999999999962,56.78702078273931,283.93510391369654,10703879.374047508,8198103345.271112,1006.0,0.5112314170844003,0.5283361056946266,0.22296112467811474,BN,230.0,120.0,50.0,229.193.236.248,12004,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H110,AC110,True,4.008495354390657,21.25613385450506,22.15732185681247,0.30000000000000004,22.65732185681247,20.75613385450506,20.22792006263622,20.07891174422234,21.983994874835062,1,0,0,0,0,18,2.7299999999999844,121.61418821379893,2.4,17500.0,-13100.0,4365.727898582091,-3268.059169795737,12.161418821379893,1.7950083532969248,120,60,48,16,5,5,2.1817433501998225,291.8740517131174,0.9300000000000004,0.06999999999999962,153.47778700278258,767.3889350139129,33451752.962922752,25620704259.377308,1006.0,0.5208348006598853,0.5320923405178963,-1.135285945433038,CN,230.0,-120.0,50.0,238.132.173.141,12660,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H111,AC111,True,3.9918831245655912,21.702731612424092,22.65897800520884,0.1,23.15897800520884,21.202731612424092,22.83577045211745,25.506663782556007,21.995922296957495,1,0,0,0,0,18,8.689999999999857,59.652649587909956,2.4,8600.0,-6400.0,2154.3716916651656,-1603.2533519368674,5.965264958790996,1.8006399530894417,60,60,1,14,5,5,2.441717259956913,143.16635901098388,0.6000000000000001,0.3999999999999999,83.73933236946803,418.6966618473401,10586019.167596314,71812245679.9095,1006.0,0.5397331661422826,0.4825690189077273,-1.2241790008851174,AN,230.0,0.0,50.0,226.69.245.14,11076,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H112,AC112,True,3.9975364057870593,22.71931897670868,21.26450501480104,0.4,21.76450501480104,22.21931897670868,22.148595752895773,21.915061145692377,21.309900903141855,1,0,0,0,0,18,4.719999999999942,101.02178875713082,2.4,14500.0,-10900.0,3627.234008177882,-2726.6793578716492,10.102178875713083,1.8028884046407383,60,60,52,55,5,5,3.607681712214978,242.45229301711396,0.8500000000000003,0.1499999999999997,133.9952193370213,669.9760966851065,25397189.94289531,45605276316.51904,1006.0,0.4866796432295838,0.5309009140776674,-1.077174531603623,BN,230.0,120.0,50.0,226.224.168.215,10831,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H113,AC113,True,3.982854745727116,22.40765903543454,21.218831768017175,0.2,21.718831768017175,21.90765903543454,20.209271315471586,23.23245825423393,22.247732029142128,1,1,0,0,1,18,4.669999999999943,101.74073335622538,2.4,14700.0,-11000.0,3690.820011894846,-2761.8381041390007,10.174073335622538,1.8005243388538685,120,120,79,3,5,5,1.8285542436629272,244.1777600549409,0.9100000000000004,0.08999999999999964,138.19017874746783,690.9508937373391,27383436.119934462,27557901999.80052,1006.0,0.46106272876051074,0.5242457397377434,-0.8591262268140439,CN,230.0,-120.0,50.0,233.153.240.52,12938,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H114,AC114,True,3.992910031460781,22.12361790065411,22.46965455549095,0.4,22.96965455549095,21.62361790065411,22.42846316374426,23.020898129711757,21.66899768028453,1,0,0,0,0,18,4.399999999999949,73.79045994506669,2.4,10600.0,-7900.0,2654.7054445206363,-1978.5068878974553,7.379045994506669,1.8005621315434306,120,60,85,19,5,5,3.6185391168899823,177.09710386816005,0.6000000000000001,0.3999999999999999,101.14646036771761,505.73230183858806,13094929.20700948,88831907300.26904,1006.0,0.4548676565297631,0.5299685190221857,-1.1545273419029285,AN,230.0,0.0,50.0,230.2.42.69,12900,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H115,AC115,True,3.9866554788194852,22.921372111396742,21.472525829989834,0.30000000000000004,21.972525829989834,22.421372111396742,22.337682990863005,20.65065939201221,22.02944779801204,1,0,0,0,1,18,3.3499999999999712,104.1967138681015,2.4,15000.0,-11200.0,3762.5523649316565,-2809.372432482304,10.419671386810151,1.80007416782558,120,120,98,63,5,5,3.1952684018055892,250.07211328344357,0.7200000000000002,0.2799999999999998,136.33922682063368,681.6961341031684,22189024.316502307,87805320416.08264,1006.0,0.4425492388273512,0.55798177871133,-0.6766824190045436,BN,230.0,120.0,50.0,227.212.17.4,12086,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H116,AC116,True,4.007816492669105,22.26065235769757,22.95167250915001,0.30000000000000004,23.45167250915001,21.76065235769757,25.173061995137296,20.689114545894988,22.365059070705243,0,0,0,0,1,18,3.959999999999958,33.455676306725564,2.4,4800.0,-3600.0,1197.6596255791444,-898.2447191843584,3.345567630672557,1.7924864113791472,60,120,31,10,5,5,1.189238348715511,80.29362313614135,0.7200000000000002,0.2799999999999998,50.807441803017774,254.03720901508888,7124493.542422786,28192696955.56193,1006.0,0.5092154363023984,0.5003474721055523,0.5538334963732798,CN,230.0,-120.0,50.0,235.173.126.91,10168,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H117,AC117,True,4.0099490416765615,22.59006033147731,22.295295475800092,0.1,22.795295475800092,22.09006033147731,21.009178450671815,19.585768889817356,22.468031465969883,0,0,0,0,0,18,3.829999999999961,27.43984445410581,2.4,4000.0,-3000.0,997.5189106960817,-748.1391830220612,2.743984445410581,1.8019302688379055,60,120,26,27,5,5,2.5799535089497883,65.85562668985393,0.6700000000000002,0.32999999999999985,43.330428702145745,216.65214351072873,5437610.9948448315,27252375436.795345,1006.0,0.49318101932749675,0.545570865267655,0.6883258798026843,AN,230.0,0.0,50.0,228.86.130.207,10443,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
H118,AC118,True,4.008196909787855,21.673577413027544,22.17417458745508,0.2,22.67417458745508,21.173577413027544,21.858126714101353,22.150973598765944,21.69109234911061,1,0,0,0,1,18,7.669999999999879,155.05315290599887,2.4,22300.0,-16700.0,5563.598920388443,-4166.461971770717,15.505315290599889,1.8017183526673446,120,120,0,80,5,5,1.282886383587441,372.12756697439727,0.5700000000000001,0.42999999999999994,202.23056308208893,1011.1528154104446,26140093.977354925,200658626663.93445,1006.0,0.5290106540680459,0.48075738945686586,0.7487305564773935,BN,230.0,120.0,50.0,238.239.65.248,11146,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H119,AC119,True,4.000879211633679,21.96794174773467,22.956270498790587,0.1,23.456270498790587,21.46794174773467,20.988357134942813,24.09174441868475,22.573623995302796,1,1,0,0,1,18,5.679999999999922,85.53537711907008,2.4,12300.0,-9200.0,3074.3242545874164,-2299.494564406848,8.553537711907008,1.794333497361521,60,60,87,15,5,5,1.2326698256023598,205.28490508576817,0.6600000000000001,0.33999999999999986,112.67836080614269,563.3918040307135,16697113.418092491,87525272132.36807,1006.0,0.48491651794041246,0.4784469938817639,0.6070979386357408,CN,230.0,-120.0,50.0,230.44.245.3,11998,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H120,AC120,True,4.002885337546084,22.186455805276392,22.723413102746065,0.30000000000000004,23.223413102746065,21.686455805276392,23.15509415303151,22.603003389729285,22.66962782240356,1,1,0,0,0,18,5.209999999999932,86.5777491171587,2.4,12500.0,-9400.0,3122.7474548803734,-2348.3060860700407,8.65777491171587,1.8011524575760702,60,120,1,39,5,5,2.986764165221279,207.78659788118088,0.8300000000000003,0.1699999999999997,114.22419969688447,571.1209984844223,21253774.5855269,44295946936.31006,1006.0,0.4371247409885308,0.46293952091248514,-0.5099492461481553,AN,230.0,0.0,50.0,234.13.212.253,10528,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H121,AC121,True,3.9926517773664494,22.01601669719493,21.389535670162818,0.2,21.889535670162818,21.51601669719493,21.70068039328828,22.335175028882887,21.666737329028614,0,0,0,0,1,18,2.189999999999996,45.029439204505486,2.4,6500.0,-4900.0,1627.9907095447718,-1227.2545348875972,4.502943920450549,1.8012132301665087,60,120,40,27,5,5,1.829044558789246,108.07065409081316,0.5900000000000001,0.4099999999999999,66.4775444795821,332.38772239791047,7857786.725670029,55563446094.25066,1006.0,0.4902137772241205,0.5362504168647573,0.3786426396992997,BN,230.0,120.0,50.0,233.35.218.2,10082,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H122,AC122,True,3.9981780221531276,22.709335345332427,22.58665600854939,0.1,23.08665600854939,22.209335345332427,21.718499255857157,22.23813882737008,22.600632449523413,1,0,0,0,0,18,7.499999999999883,157.08878075053502,2.4,22600.0,-16900.0,5652.574716477803,-4226.925341082959,15.708878075053503,1.79746834453246,60,60,57,12,5,5,1.8463477852972978,377.01307380128407,0.8500000000000003,0.1499999999999997,199.70664687539278,998.533234376964,39492605.02811638,70916159182.02138,1006.0,0.48701888981036795,0.4488347151604468,1.2459483968457459,CN,230.0,-120.0,50.0,231.220.223.220,11948,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H123,AC123,True,3.9970825967949355,22.04687458197703,22.32340528115563,0.2,22.82340528115563,21.54687458197703,23.682335984872076,22.416691641058755,22.359525616072908,1,0,0,0,1,18,5.149999999999933,74.1999368959367,2.4,10700.0,-8000.0,2676.952437405173,-2001.4597662842414,7.419993689593671,1.8084574693252846,120,60,46,55,5,5,1.8884261215400202,178.07984855024807,0.8300000000000003,0.1699999999999997,99.94805212097144,499.7402606048572,18215173.63442301,37963062113.94182,1006.0,0.4747089083505165,0.47083124790802205,-0.020624357083853698,AN,230.0,0.0,50.0,229.252.199.224,11155,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,120,5,5
H124,AC124,True,4.000371065816993,21.075104652043944,21.562697343167557,0.30000000000000004,22.062697343167557,20.575104652043944,22.721077802374268,23.526063824956058,21.55627971341289,0,1,0,0,1,18,8.499999999999861,112.65077175457273,2.4,16200.0,-12200.0,4049.6243307098025,-3049.717088559234,11.265077175457273,1.797458405984842,60,60,117,17,5,5,3.880404786553587,270.3618522109745,0.9200000000000004,0.07999999999999963,149.7455729038136,748.727864519068,30653049.453640945,27122701013.804836,1006.0,0.5495389172447632,0.4805533323272522,0.7564442997135543,BN,230.0,120.0,50.0,237.247.229.97,10304,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H125,AC125,True,4.000553265445623,22.066199708823277,21.538061857868705,0.2,22.038061857868705,21.566199708823277,20.961498293120805,21.641044733603344,21.440516768967065,0,1,0,0,1,18,3.2999999999999723,55.3144375641122,2.4,8000.0,-6000.0,1999.7234055347285,-1499.7925541510465,5.53144375641122,1.798403205945754,120,60,109,26,5,5,2.3220522419273917,132.75465015386928,0.5,0.5,77.32065402612639,386.6032701306319,8180129.750363721,83237165646.47604,1006.0,0.5635561674451289,0.5859936832876625,0.23223693548691662,CN,230.0,-120.0,50.0,232.223.23.217,12195,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,120,5,5
H126,AC126,True,4.018898611817938,22.208394712470486,22.24695092059068,0.30000000000000004,22.74695092059068,21.708394712470486,22.443564231758465,22.772525276256317,22.469522606403345,0,0,0,0,1,18,7.759999999999877,103.17378144337421,2.4,14900.0,-11200.0,3707.4834274706986,-2786.833180380659,10.317378144337422,1.791845340434123,120,120,81,54,5,5,3.5254398284439343,247.6170754640981,0.55,0.44999999999999996,134.8440489815759,674.2202449078795,16783546.06554006,139730315684.39053,1006.0,0.5270440676580598,0.43819783488363406,-1.473552000167865,AN,230.0,0.0,50.0,229.103.192.138,12823,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H127,AC127,True,4.008815221822092,22.689689000352796,21.634909071320976,0.1,22.134909071320976,22.189689000352796,21.14281997114613,20.810603076289272,23.28328029325611,0,1,0,0,1,18,6.089999999999913,150.13430302155132,2.4,21600.0,-16200.0,5388.125619365001,-4041.0942145237505,15.013430302155133,1.8040553358799305,120,60,72,48,5,5,3.779205878635902,360.32232725172315,0.7400000000000002,0.2599999999999998,201.6400492679066,1008.2002463395329,32859680.70025897,117479491577.15172,1006.0,0.48307248167100286,0.5476253719173755,-0.3318360113523916,BN,230.0,120.0,50.0,227.87.142.161,10124,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H128,AC128,True,3.9872662591922197,21.967382143547912,21.82829503827958,0.4,22.32829503827958,21.467382143547912,22.678826526894586,20.25271821624739,21.46785258507944,1,0,0,0,0,18,6.279999999999909,102.86849601441332,2.4,14800.0,-11100.0,3711.816326757755,-2783.8622450683165,10.286849601441332,1.797782768130869,60,60,28,56,5,5,2.0703740714794203,246.88439043459198,0.6200000000000001,0.3799999999999999,132.53799320807124,662.6899660403562,18863651.612162307,117645349729.89174,1006.0,0.4962389801371745,0.5211300430099667,-0.11191603282178494,CN,230.0,-120.0,50.0,238.226.13.111,11150,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H129,AC129,True,4.0219131990968995,22.03907098475294,21.873246484360163,0.30000000000000004,22.373246484360163,21.53907098475294,20.705628974397914,20.31774568230496,22.184102734739376,0,1,0,0,1,18,6.939999999999895,106.30319776794171,2.4,15300.0,-11500.0,3804.159672922712,-2859.3357018700126,10.630319776794172,1.8000061115921913,60,60,110,73,5,5,2.55713041150267,255.1276746430601,0.7800000000000002,0.21999999999999975,137.2128082890687,686.0640414453435,24524074.052012835,70384622880.52734,1006.0,0.47580952045514036,0.4883330486519233,-0.5271221834834546,AN,230.0,0.0,50.0,236.179.210.104,11992,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,60,5,5
H130,AC130,True,3.994213207803716,21.482765282175976,21.553358918009735,0.1,22.053358918009735,20.982765282175976,22.008049628077316,21.002110703609574,21.794368929191908,0,0,0,0,0,18,2.429999999999991,152.93414810130375,2.4,22000.0,-16500.0,5507.968367091015,-4130.976275318261,15.293414810130376,1.7920940105855936,60,60,113,70,5,5,1.116584358267324,367.041955443129,0.5,0.5,194.44860963708865,972.2430481854433,22616539.728529464,230135306062.8419,1006.0,0.4600969762504234,0.5284241035275561,-1.343092182979313,BN,230.0,120.0,50.0,236.159.228.189,12979,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,60,5,5
H131,AC131,True,3.9974175420196074,22.326836427518945,22.743463967397116,0.30000000000000004,23.243463967397116,21.826836427518945,21.333781741887908,23.507864754101515,21.441728385114857,0,0,0,0,1,18,4.919999999999938,96.89524441516718,2.4,14000.0,-10500.0,3502.261110538582,-2626.6958329039367,9.689524441516719,1.801140970751635,120,60,0,73,5,5,2.2679651353864116,232.54858659640124,0.6100000000000001,0.3899999999999999,128.90384065792088,644.5192032896044,17481712.945567288,113730211760.83595,1006.0,0.48886320456084087,0.5546764014421658,1.007795148563306,CN,230.0,-120.0,50.0,235.222.199.20,11955,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,120,5,5
H132,AC132,True,4.002755980037605,22.561360479445643,22.0509434346561,0.1,22.5509434346561,22.061360479445643,21.54005010735434,21.698797502316403,21.586755804119896,0,1,0,0,0,18,8.519999999999861,67.6163774452165,2.4,9700.0,-7300.0,2423.3303374913376,-1823.7434498646148,6.76163774452165,1.8045976347692785,60,120,15,116,5,5,1.6758438974130998,162.2793058685196,0.7700000000000002,0.22999999999999976,91.53768944892826,457.68844724464134,15399063.576664718,46804597398.59837,1006.0,0.5079655424175742,0.5375022803927773,1.4469501748902729,AN,230.0,0.0,50.0,234.97.92.190,10645,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_19,0,0,0,0,0,0,0,60,5,5
H133,AC133,True,3.987005043254729,21.136950430281914,22.471274809403095,0.1,22.971274809403095,20.636950430281914,23.77445596420397,21.30649567690914,22.36014814256639,0,0,0,0,1,18,5.489999999999926,93.08232693761559,2.4,13400.0,-10000.0,3360.9187484400873,-2508.1483197314083,9.308232693761559,1.8027844661002075,60,120,65,31,5,5,2.4856080745028786,223.39758465027742,0.9200000000000004,0.07999999999999963,122.84595522229607,614.2297761114803,25328341.08846561,22411245692.11573,1006.0,0.4559910911952133,0.443470154618351,-0.3826893622887664,BN,230.0,120.0,50.0,224.4.113.159,12315,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H134,AC134,True,3.995481022878269,21.571094894801245,22.760737299831778,0.2,23.260737299831778,21.071094894801245,20.66249104697583,20.82740034390966,21.24865614210243,0,0,0,0,1,18,5.099999999999934,85.81740791094624,2.4,12400.0,-9300.0,3103.5061683429735,-2327.62962625723,8.581740791094624,1.7947313793290747,60,60,96,34,5,5,1.4102840395227492,205.96177898627099,0.5900000000000001,0.4099999999999999,112.76595506561088,563.8297753280544,14975422.75957485,105893189048.00136,1006.0,0.5249963370983802,0.4439482514784321,-1.0827205723272548,CN,230.0,-120.0,50.0,236.8.8.86,12160,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_17,0,0,0,0,0,0,0,60,5,5
H135,AC135,True,4.003868318287664,21.021418857692026,21.079274076620457,0.2,21.579274076620457,20.521418857692026,20.4817452874247,20.684777534125736,22.586412437990823,0,1,0,0,0,18,2.519999999999989,104.67394666054624,2.4,15100.0,-11300.0,3771.352801746942,-2822.2706397179104,10.467394666054624,1.8040477837069884,60,60,118,14,5,5,2.1570418263701545,251.21747198531097,0.8400000000000003,0.1599999999999997,136.9505806753922,684.752903376961,26005761.33150516,50404273579.132706,1006.0,0.5050017222175954,0.5423788746719156,1.176861639724885,AN,230.0,0.0,50.0,224.118.233.117,10995,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_7,0,0,0,0,0,0,0,60,5,5
H136,AC136,True,3.99690692534492,22.15620955063952,21.364608842220708,0.2,21.864608842220708,21.65620955063952,20.88840738517772,21.567931643394555,21.66297002583426,1,0,0,0,1,18,5.329999999999929,82.0223342606408,2.4,11800.0,-8800.0,2952.2829078592313,-2201.702507556037,8.202233426064081,1.8025939876869428,60,60,108,78,5,5,3.407560992584637,196.8536022255379,0.8500000000000003,0.1499999999999997,110.45000899924239,552.250044996212,20620668.356855858,37028162578.623604,1006.0,0.4963139960085103,0.4885909642830844,0.9393452682607099,BN,230.0,120.0,50.0,227.201.69.65,11834,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_9,0,0,0,0,0,0,0,60,5,5
H137,AC137,True,3.9998656771904835,22.564433551985083,22.657473796160446,0.2,23.157473796160446,22.064433551985083,23.764878149015825,21.781139769344477,22.27137592547282,1,0,0,0,0,18,8.229999999999867,110.34591611665478,2.4,15900.0,-11900.0,3975.1334877745703,-2975.09990594449,11.034591611665478,1.8012742483313022,120,120,0,116,5,5,3.5628827693106397,264.83019867997143,0.8700000000000003,0.12999999999999967,144.2501696291326,721.2508481456631,28394040.954800528,43172618988.80883,1006.0,0.44614352238785593,0.48229565792812107,1.3104139227652918,CN,230.0,-120.0,50.0,232.231.159.225,12982,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,120,5,5
H138,AC138,True,3.9984181575095894,21.804405571059636,22.677487568813362,0.4,23.177487568813362,21.304405571059636,22.637498764625136,23.80891827804651,22.520155228601084,0,0,0,0,0,18,2.0599999999999987,153.3298109242484,2.4,22100.0,-16600.0,5527.185784331512,-4151.641810855344,15.33298109242484,1.7988938904868208,60,60,119,46,5,5,2.383940347097255,367.9915462181961,0.7500000000000002,0.24999999999999978,190.41405122860374,952.0702561430187,34012577.99571788,115365349739.40437,1006.0,0.5589601204092954,0.4996927628207059,0.5592435328414381,AN,230.0,0.0,50.0,234.189.141.119,11761,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,tcl,hvac,house_20,0,0,0,0,0,0,0,60,5,5
