house,name,volume,heating_power,air_part,material_part,cooling_power,ventilation_power,standby_power,heating_power_thermal,cooling_power_thermal,min_heatingtime,min_coolingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,cop,heating_setpoint,cooling_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,temp_refill,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,R_value,surface_area,Ua,Um,U,Ca,Cm,Cp,location,mass_change,schedule,schedule_skew,with_dr,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,connected,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_chargingtime,min_dischargingtime
H195,WH195,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,2.5167063023647547,4.023885316171019,0,47,5,5,1.0,57.0,99999,4.0,61.0,50.0,54.16171420019687,54.16171420019687,19.996543852366738,13.005509081202062,0,0,0,0,1,58.25226262601279,1.1746905493107103,1.4658250117957676,1.2478392821461708,146.58250117957675,0.020797321369102846,740924.4334608173,15169.52988207204,4186,inside,6.0293957366532555e-06,P3,281,True,CN,230.0,-120.0,50.0,228.4.137.30,10674,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,7.379290678898407,3.2985334314364634,5,5
H196,WH196,0.3,3000.0,1.0,0.0,0,0,0,3000.0,0,2.677534584061869,2.4588208074682063,0,46,5,5,0.98,57.0,99999,4.0,61.0,50.0,58.52003142771221,58.52003142771221,20.0,13.07280075767174,0,0,0,0,1,60.29787273214291,1.3068613782761738,2.083758831471218,1.5944757922372894,208.3758831471218,0.026574596537288157,1255804.12450986,21564.403395129342,4186,outside,6.081721247058146e-06,P4,462,True,AN,230.0,0.0,50.0,228.4.238.181,11738,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,4.795973306967961,3.813556634949358,5,5
H197,WH197,0.3,5000.0,1.0,0.0,0,0,0,5000.0,0,3.0132730491416146,3.354036338861447,0,57,5,5,0.98,57.0,99999,4.0,61.0,50.0,57.149346274684255,57.149346274684255,19.99708836522379,12.080709806251685,0,0,0,0,1,75.87240555180163,1.3432755600132285,2.083758831471218,1.5512519497121628,208.3758831471218,0.025854199161869377,1255804.12450986,21564.403395129342,4186,outside,6.832523596603454e-06,P3,-8,True,BN,230.0,120.0,50.0,229.147.217.132,11555,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,8.703992351848564,3.939385595316791,5,5
H198,WH198,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,2.773746381823191,2.134029334068667,0,212,5,5,1.0,57.0,99999,4.0,61.0,50.0,55.195147114203245,55.195147114203245,19.986028824201597,13.19546811563568,0,0,0,0,1,32.065608407931144,0.9426191101352818,1.8452701486440286,1.957598916469242,184.52701486440284,0.0326266486078207,1046503.4370915501,19096.33171428732,4186,outside,6.099704674278978e-06,P3,835,True,CN,230.0,-120.0,50.0,228.114.245.54,12039,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,2.673581432956568,4.749281810555066,5,5
H199,WH199,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,2.8828456981411197,3.5556952650331564,0,52,5,5,1.0,57.0,99999,4.0,61.0,50.0,57.017711955950716,57.017711955950716,19.99003524275438,12.45830457767691,0,0,0,0,1,70.47346240673338,1.3120751428644997,1.8452701486440286,1.406375357904782,184.52701486440284,0.02343958929841303,1046503.4370915501,19096.33171428732,4186,inside,6.830934395969538e-06,P1,-647,True,AN,230.0,0.0,50.0,225.52.240.142,10938,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,1.1256074137861916,3.078835673771743,5,5
H200,WH200,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,3.917382676457569,4.381271099788053,0,115,5,5,1.0,57.0,99999,4.0,61.0,50.0,53.884501032712286,53.884501032712286,20.0,12.77951011066282,0,0,0,0,1,77.60474250822169,0.9127843723999678,1.4658250117957676,1.605883115572739,146.58250117957675,0.026764718592878985,740924.4334608173,15169.52988207204,4186,inside,6.6768016823659506e-06,P4,70,True,BN,230.0,120.0,50.0,234.98.15.203,11456,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,8.531651209366402,3.1520281085345,5,5
H201,WH201,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,3.2194097575878584,2.078394630327268,0,19,5,5,1.0,57.0,99999,4.0,61.0,50.0,59.83769097231995,59.83769097231995,20.0,12.954706163218312,0,0,0,0,1,62.65433662284094,1.390735224116228,1.8452701486440286,1.3268306695953893,184.52701486440284,0.022113844493256485,1046503.4370915501,19096.33171428732,4186,outside,6.2505784161579195e-06,P3,-799,True,CN,230.0,-120.0,50.0,232.108.64.61,11111,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,3.49704587522502,4.181790757620757,5,5
H202,WH202,0.3,5000.0,1.0,0.0,0,0,0,5000.0,0,2.8979485949644506,3.942886953961609,0,262,5,5,1.0,57.0,99999,4.0,61.0,50.0,59.22970395379003,59.22970395379003,19.993229845492714,13.327703558241629,0,0,0,0,1,37.69039629336818,0.9395437226527378,2.083758831471218,2.2178412576562874,208.3758831471218,0.03696402096093813,1255804.12450986,21564.403395129342,4186,outside,5.542817154866647e-06,P3,-30,True,AN,230.0,0.0,50.0,234.3.95.240,10150,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,0.15971978821942567,3.818918563651037,5,5
H203,WH203,0.4,4800.0,1.0,0.0,0,0,0,4800.0,0,2.372290235689475,3.8707618467108276,0,68,5,5,1.0,57.0,99999,4.0,61.0,50.0,50.10308952949021,50.10308952949021,19.990317790671458,12.80529238708982,0,0,0,0,1,28.552492742011783,1.3517665942275499,2.5242940554414575,1.8674037856986203,252.42940554414574,0.031123396428310336,1674405.4993464802,26123.414320952554,4186,outside,6.033539000963452e-06,P4,259,True,BN,230.0,120.0,50.0,231.132.19.16,10713,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,2.080404453173289,3.2699954489434893,5,5
H204,WH204,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,4.352536533252625,4.907612418305877,0,45,5,5,1.0,57.0,99999,4.0,61.0,50.0,59.929520357054,59.929520357054,19.996347823574588,13.255703585367213,0,0,0,0,1,68.7608181714879,1.2242926039779836,1.2236460031989773,0.9994718576450553,122.36460031989773,0.016657864294084255,565111.856029437,12663.267757905576,4186,outside,4.279249342272194e-06,P4,796,True,CN,230.0,-120.0,50.0,237.16.45.72,12786,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,3.6864316524057115,3.943960491807794,5,5
H205,WH205,0.3,3000.0,1.0,0.0,0,0,0,3000.0,0,3.35071209101222,4.233054146531078,0,136,5,5,1.0,57.0,99999,4.0,61.0,50.0,56.289680049495225,56.289680049495225,20.0,13.218884786103555,0,0,0,0,1,65.45701997116768,1.163706260354805,2.083758831471218,1.7906226875808817,208.3758831471218,0.02984371145968136,1255804.12450986,21564.403395129342,4186,inside,4.425844000582482e-06,P3,-121,True,AN,230.0,0.0,50.0,230.129.10.118,10828,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,3.274480778440144,3.6962427179280164,5,5
H206,WH206,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,2.4646338834393626,3.469633088491541,0,122,5,5,0.98,57.0,99999,4.0,61.0,50.0,58.29282005084285,58.29282005084285,20.0,13.01836379973635,0,0,0,0,1,28.75580937631463,0.8805509190494242,1.8452701486440286,2.0955859663811855,184.52701486440284,0.03492643277301976,1046503.4370915501,19096.33171428732,4186,outside,3.9114513904256305e-06,P3,727,True,BN,230.0,120.0,50.0,226.28.107.13,11363,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,6.400724882822749,4.671363282794286,5,5
H207,WH207,0.4,3600.0,1.0,0.0,0,0,0,3600.0,0,3.6010016523827626,4.179081905139221,0,286,5,5,1.0,57.0,99999,4.0,61.0,50.0,55.83850796463625,55.83850796463625,19.987916117384756,13.155289488074086,0,0,0,0,1,27.098990344869822,1.522133145517136,2.5242940554414575,1.658392409938516,252.42940554414574,0.02763987349897527,1674405.4993464802,26123.414320952554,4186,inside,4.019207425752162e-06,P3,-879,True,CN,230.0,-120.0,50.0,235.49.60.35,12420,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,7.835208298874878,4.936701151637054,5,5
H208,WH208,0.4,4800.0,1.0,0.0,0,0,0,4800.0,0,3.1861636981980506,4.849877968232146,0,243,5,5,0.98,57.0,99999,4.0,61.0,50.0,50.40036919375865,50.40036919375865,20.0,12.508653085502665,0,0,0,0,1,68.1425169538826,1.2335814924450095,2.5242940554414575,2.0463131709589795,252.42940554414574,0.034105219515982985,1674405.4993464802,26123.414320952554,4186,inside,4.245320604945612e-06,P5,-494,True,AN,230.0,0.0,50.0,237.149.220.235,12922,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,0.4923447656984137,4.0523505179454835,5,5
H209,WH209,0.4,3600.0,1.0,0.0,0,0,0,3600.0,0,3.7635853474066723,3.3465929415421587,0,215,5,5,1.0,57.0,99999,4.0,61.0,50.0,58.37428728846439,58.37428728846439,19.99012001967028,13.53111815786076,0,0,0,0,1,25.36020420239523,1.2931322391794868,2.5242940554414575,1.9520772732749765,252.42940554414574,0.03253462122124961,1674405.4993464802,26123.414320952554,4186,outside,6.865043412593871e-06,P3,-3,True,BN,230.0,120.0,50.0,238.237.223.228,12132,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,5.178581364250208,4.979967255348012,5,5
H210,WH210,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,2.238194213611108,3.860992938807331,0,183,5,5,1.0,57.0,99999,4.0,61.0,50.0,52.722459920675085,52.722459920675085,19.99442927018778,13.354967465939717,0,0,0,0,1,22.07647949858679,1.2589382035268435,1.2236460031989773,0.9719666936558148,122.36460031989773,0.01619944489426358,565111.856029437,12663.267757905576,4186,outside,6.068161237812287e-06,P1,312,True,CN,230.0,-120.0,50.0,235.246.228.161,11854,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,5.645774232355994,3.298784457188442,5,5
H211,WH211,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,3.7985200618471495,2.4088788209472485,0,207,5,5,0.98,57.0,99999,4.0,61.0,50.0,57.46615639497889,57.46615639497889,20.0,13.847957196655832,0,0,0,0,1,51.59374894685928,1.6105742382390995,1.2236460031989773,0.7597575908930686,122.36460031989773,0.012662626514884477,565111.856029437,12663.267757905576,4186,inside,6.203595483179909e-06,P4,806,True,AN,230.0,0.0,50.0,225.200.13.116,12842,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,9.54765490416291,3.4397123672915937,5,5
H212,WH212,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,2.993248563986193,4.821154686719991,0,89,5,5,0.98,57.0,99999,4.0,61.0,50.0,51.289264335521494,51.289264335521494,19.99916514487453,12.6170322494699,0,0,0,0,1,78.07710300346162,1.1279970622087039,1.2236460031989773,1.0847953812955733,122.36460031989773,0.018079923021592885,565111.856029437,12663.267757905576,4186,inside,4.341532766220298e-06,P1,-534,True,BN,230.0,120.0,50.0,237.242.167.24,12121,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,1.4375458478356051,3.9532428456160678,5,5
H213,WH213,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,3.216334507017369,4.050537797463976,0,157,5,5,0.98,57.0,99999,4.0,61.0,50.0,59.15418095209205,59.15418095209205,20.0,12.733982462706567,0,0,0,0,1,26.274498165885205,1.0886754830142558,1.2236460031989773,1.1239768161316757,122.36460031989773,0.01873294693552793,565111.856029437,12663.267757905576,4186,outside,6.844121181954869e-06,P1,460,True,CN,230.0,-120.0,50.0,238.173.184.189,12331,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,2.683474029256626,4.737839921224695,5,5
H214,WH214,0.135,3000.0,1.0,0.0,0,0,0,3000.0,0,3.4771236023872407,2.846930385796651,0,244,5,5,1.0,57.0,99999,4.0,61.0,50.0,58.64686363448651,58.64686363448651,20.0,13.038393565326759,0,0,0,0,1,23.93901803661201,1.3115332416349321,1.2236460031989773,0.9329889356625103,122.36460031989773,0.01554981559437517,565111.856029437,12663.267757905576,4186,outside,5.462285519713544e-06,P5,247,True,AN,230.0,0.0,50.0,230.39.133.86,11803,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,7.357555317295549,3.9081030677003965,5,5
H215,WH215,0.4,3600.0,1.0,0.0,0,0,0,3600.0,0,3.706844458090296,3.1345203242821267,0,290,5,5,1.0,57.0,99999,4.0,61.0,50.0,59.548834503756915,59.548834503756915,20.0,12.529534716901644,0,0,0,0,1,48.806605784927456,1.1367484931790528,2.5242940554414575,2.2206267002668003,252.42940554414574,0.03701044500444667,1674405.4993464802,26123.414320952554,4186,outside,4.3538217912407925e-06,P2,277,True,BN,230.0,120.0,50.0,231.142.182.160,11653,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,0.24556371070036165,3.9978889023597475,5,5
H216,WH216,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,2.0545355731601425,2.3195217277274405,0,187,5,5,0.98,57.0,99999,4.0,61.0,50.0,54.78030381556627,54.78030381556627,19.999878476488558,12.859796843821982,0,0,0,0,1,37.27824225996861,0.8805509190494242,1.8452701486440286,2.0955859663811855,184.52701486440284,0.03492643277301976,1046503.4370915501,19096.33171428732,4186,inside,4.321940461273829e-06,P4,-746,True,CN,230.0,-120.0,50.0,224.61.232.205,10266,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,3.905317325612576,4.666435066289768,5,5
H217,WH217,0.3,3000.0,1.0,0.0,0,0,0,3000.0,0,2.571679840607194,3.313957570732831,0,273,5,5,0.98,57.0,99999,4.0,61.0,50.0,52.346957731269285,52.346957731269285,20.0,13.58087921600012,0,0,0,0,1,47.67759830146561,1.1900001074095277,2.083758831471218,1.751057683521798,208.3758831471218,0.029184294725363297,1255804.12450986,21564.403395129342,4186,outside,6.101117433007012e-06,P4,-740,True,AN,230.0,0.0,50.0,226.227.202.80,11471,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,7.128197361750511,3.8646923529440294,5,5
H218,WH218,0.18,2000.0,1.0,0.0,0,0,0,2000.0,0,2.91635073419256,4.571859850360962,0,144,5,5,0.9952881109130133,57.0,99999,4.0,61.0,50.0,54.94426677353453,54.94426677353453,20.0,13.46109878040452,0,0,0,0,1,32.60080607569515,0.9222263380147638,1.4823415671664024,1.607351152383453,148.23415671664023,0.02678918587305755,753482.474705916,15340.456410291667,4186,inside,6.498178969042894e-06,P4,506,True,BN,230.0,120.0,50.0,226.237.191.249,12755,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,3.848278658940604,3.1762599330279,5,5
H219,WH219,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,4.409823202052576,2.487157787978803,0,123,5,5,1.0,57.0,99999,4.0,61.0,50.0,57.571228052057684,57.571228052057684,19.987552147532963,12.775140099510061,0,0,0,0,1,25.273780881332375,1.2714764946935337,1.2236460031989773,0.9623819302250766,122.36460031989773,0.016039698837084608,565111.856029437,12663.267757905576,4186,inside,6.76668681678051e-06,P1,-389,True,CN,230.0,-120.0,50.0,238.180.227.22,10523,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,9.577671555970728,4.075636627475493,5,5
H220,WH220,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,2.591924991962245,4.846073930353553,0,58,5,5,0.98,57.0,99999,4.0,61.0,50.0,53.54588325662804,53.54588325662804,19.98214216315448,13.192752076866634,0,0,0,0,1,54.30005813443814,1.6082934981780777,1.8452701486440286,1.1473466445859573,184.52701486440284,0.01912244407643262,1046503.4370915501,19096.33171428732,4186,inside,4.483029166673596e-06,P2,-319,True,AN,230.0,0.0,50.0,224.236.52.233,12475,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,3.376233218677571,4.325000783926106,5,5
H221,WH221,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,3.3844105282712444,2.56718268406211,0,177,5,5,1.0,57.0,99999,4.0,61.0,50.0,50.898769371149285,50.898769371149285,20.0,12.04017552808175,0,0,0,0,1,76.55901456549721,1.3185590719333389,1.4658250117957676,1.1116870248721582,146.58250117957675,0.01852811708120264,740924.4334608173,15169.52988207204,4186,outside,4.099708094753156e-06,P4,884,True,BN,230.0,120.0,50.0,230.111.86.218,11448,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,1.8263824033721554,4.160471932215243,5,5
H222,WH222,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,4.310254778820477,3.929790690284891,0,87,5,5,0.98,57.0,99999,4.0,61.0,50.0,57.866518019295924,57.866518019295924,20.0,13.337672098821022,0,0,0,0,1,33.229610497741454,1.1192616524773942,1.4658250117957676,1.3096356947022028,146.58250117957675,0.021827261578370043,740924.4334608173,15169.52988207204,4186,outside,5.838680228638588e-06,P2,-284,True,CN,230.0,-120.0,50.0,235.110.213.160,11239,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,5.9507692339625216,3.602410449155686,5,5
H223,WH223,0.3,5000.0,1.0,0.0,0,0,0,5000.0,0,3.3143919570063445,3.7556141346257474,0,150,5,5,0.98,57.0,99999,4.0,61.0,50.0,51.14692670522097,51.14692670522097,19.982525117366098,13.078667687606613,0,1,0,0,1,45.981537147764584,1.1485975932361365,2.083758831471218,1.8141765608269256,208.3758831471218,0.030236276013782093,1255804.12450986,21564.403395129342,4186,inside,6.461312018956452e-06,P4,-72,True,AN,230.0,0.0,50.0,230.254.16.66,10273,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,9.357793714739573,3.2793748192716166,5,5
H224,WH224,0.135,2000.0,1.0,0.0,0,0,0,2000.0,0,2.1855360211888315,2.9055450668233935,0,198,5,5,0.98,57.0,99999,4.0,61.0,50.0,50.685285955121095,50.685285955121095,20.0,13.032081211731732,0,0,0,0,1,65.48131043163521,1.1771794915654978,1.2236460031989773,1.0394727498791922,122.36460031989773,0.017324545831319867,565111.856029437,12663.267757905576,4186,inside,6.3879004475505315e-06,P4,-464,True,BN,230.0,120.0,50.0,229.123.176.179,11704,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,2.881395168278851,4.434294907261805,5,5
H225,WH225,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,2.803374833117,4.250907090103575,0,145,5,5,1.0,57.0,99999,4.0,61.0,50.0,54.21381219976011,54.21381219976011,20.0,13.60947771802709,0,0,0,0,1,40.51296760405728,1.0140052875577634,1.4658250117957676,1.4455792585916531,146.58250117957675,0.024092987643194216,740924.4334608173,15169.52988207204,4186,outside,4.467215424589706e-06,P4,-395,True,CN,230.0,-120.0,50.0,231.215.115.132,11851,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,5.414515710843814,4.150192801809209,5,5
H226,WH226,0.135,3000.0,1.0,0.0,0,0,0,3000.0,0,2.4546784541114444,3.5309235708615354,0,216,5,5,1.0,57.0,99999,4.0,61.0,50.0,51.13372132428848,51.13372132428848,20.0,13.248995914599734,0,0,0,0,1,33.39151674237995,1.166992551308187,1.2236460031989773,1.0485465411302604,122.36460031989773,0.01747577568550434,565111.856029437,12663.267757905576,4186,inside,5.731101851504968e-06,P3,289,True,AN,230.0,0.0,50.0,232.131.193.137,12919,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,2.4288452691020668,4.678630602850919,5,5
H227,WH227,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,2.60757011445385,2.847862344714607,0,296,5,5,0.98,57.0,99999,4.0,61.0,50.0,59.9121700066246,59.9121700066246,20.0,12.990600388923646,0,0,0,0,1,77.40093876832351,1.2538397373385588,1.8452701486440286,1.4716953799541075,184.52701486440284,0.024528256332568457,1046503.4370915501,19096.33171428732,4186,inside,6.857125669226123e-06,P3,697,True,BN,230.0,120.0,50.0,228.252.136.143,12561,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,0.8429830683341721,3.58418754920645,5,5
H228,WH228,0.4,4800.0,1.0,0.0,0,0,0,4800.0,0,2.8018103812722943,2.4970891909923894,0,157,5,5,1.0,57.0,99999,4.0,61.0,50.0,55.73208595306784,55.73208595306784,19.99428514290213,13.328415207201598,0,0,0,0,1,56.17787193231312,1.1839036404403178,2.5242940554414575,2.132178641247037,252.42940554414574,0.03553631068745061,1674405.4993464802,26123.414320952554,4186,outside,3.927136524991098e-06,P4,586,True,CN,230.0,-120.0,50.0,231.22.47.161,11696,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,3.168137427089681,4.095988049088318,5,5
H229,WH229,0.25,3000.0,1.0,0.0,0,0,0,3000.0,0,3.235261272001031,3.7164718758912945,0,248,5,5,1.0,57.0,99999,4.0,61.0,50.0,59.683172661045674,59.683172661045674,20.0,13.313312149564531,0,0,0,0,1,30.402120750901076,1.2003278164284206,1.8452701486440286,1.5373051622969434,184.52701486440284,0.02562175270494905,1046503.4370915501,19096.33171428732,4186,outside,6.2520242869965375e-06,P5,268,True,AN,230.0,0.0,50.0,236.249.214.2,12194,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P3,0,0,0,0,0,0,0,1.7846640237829325,4.247753147012551,5,5
H230,WH230,0.177,3000.0,1.0,0.0,0,0,0,3000.0,0,4.86528711006586,3.479368744798268,0,46,5,5,1.0,57.0,99999,4.0,61.0,50.0,56.18701029674618,56.18701029674618,20.0,13.813030742693288,0,0,0,0,1,49.12385405396826,1.0442401444624485,1.4658250117957676,1.4037240567401683,146.58250117957675,0.023395400945669474,740924.4334608173,15169.52988207204,4186,inside,4.290327643806008e-06,P3,-793,True,BN,230.0,120.0,50.0,225.165.74.121,10529,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P4,0,0,0,0,0,0,0,5.746691026561413,4.949033829655944,5,5
H231,WH231,0.18,3000.0,1.0,0.0,0,0,0,3000.0,0,2.1651851199626124,2.4010686538303685,0,236,5,5,0.98,57.0,99999,4.0,61.0,50.0,54.36065393776359,54.36065393776359,19.97062581288377,12.81498059023115,0,0,0,0,1,75.9637307097945,0.8805509190494242,1.4823415671664024,1.683425154750421,148.23415671664023,0.02805708591250702,753482.474705916,15340.456410291667,4186,inside,6.6043364799029374e-06,P3,756,True,CN,230.0,-120.0,50.0,225.44.168.205,12768,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P1,0,0,0,0,0,0,0,7.473277641753536,4.484350387475924,5,5
H232,WH232,0.18,3000.0,1.0,0.0,0,0,0,3000.0,0,4.376686029682648,3.1784956381752045,0,91,5,5,0.98,57.0,99999,4.0,61.0,50.0,52.4689964783542,52.4689964783542,20.0,13.598267498723892,0,0,0,0,1,42.5758284312646,1.06579863891309,1.4823415671664024,1.3908270409109418,148.23415671664023,0.02318045068184903,753482.474705916,15340.456410291667,4186,inside,5.429763851488702e-06,P3,430,True,AN,230.0,0.0,50.0,228.125.195.41,11715,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P5,0,0,0,0,0,0,0,2.0585391713233125,4.125842705132705,5,5
H233,WH233,0.18,3000.0,1.0,0.0,0,0,0,3000.0,0,3.581160226658257,2.1975822216276195,0,246,5,5,0.9836556263611538,57.0,99999,4.0,61.0,50.0,50.039786663426455,50.039786663426455,19.991755243880707,12.744242172894209,0,0,0,0,1,76.43123025475587,1.5456280322282532,1.4823415671664024,0.9590545307523869,148.23415671664023,0.015984242179206447,753482.474705916,15340.456410291667,4186,inside,4.784801126809815e-06,P3,785,True,BN,230.0,120.0,50.0,229.98.107.150,11045,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,waterheater,P2,0,0,0,0,0,0,0,3.6429710632950965,4.8488024329040975,5,5
